id,name,dp_price,mrp_price,group_name,available_stock
1138,W- 120ml Fitter ,75,0,Winner,100
1139,W- 240ml Fitter Handle,80,0,Winner,100
1140,W- 12P Pata Majoni,150,0,Winner,100
1141,Win- Round Tiffin Box,290,0,Winner,100
1142,Win- Square (Chepta) Tiffin Box,260,0,Winner,100
1143,Win- 1000ml Premium Flask,890,0,Winner,100
1144,DS- Small Leisure Medical Plate,130,0,Dhaka Steel,100
1145,DS- Medium Leisure Medical Plate,150,0,Dhaka Steel,100
1146,DS- Big Leisure Medical Plate,180,0,Dhaka Steel,100
1147,DS- Miraz Small Leisure Medical Plate,105,0,Dhaka Steel,100
1148,DS- Dollar Bati Set,360,315,Dhaka Steel,100
1149,DS- Holud Dim Mixer,360,280,Dhaka Steel,100
1150,DS- Kalo Dim Mixer,260,0,Dhaka Steel,100
1151,DS- SS Tasfiya 00 Hari,90,0,Dhaka Steel,100
1152,DS- SS Tasfiya 0 Hari,100,0,Dhaka Steel,100
1153,DS- SS Tasfiya 1 Hari,110,0,Dhaka Steel,100
1154,DS- SS Tasfiya 2 Hari,180,0,Dhaka Steel,100
1155,DS- SS Tasfiya 3 Hari,220,0,Dhaka Steel,100
1156,DS- SS Tasfiya 4 Hari,260,0,Dhaka Steel,100
1157,DS- Kasmery 12no Pudding Loose,130,0,Dhaka Steel,100
1158,DS- Kasmery 11no Pudding Loose,110,0,Dhaka Steel,100
1159,DS- Kasmery 10no Pudding Loose,95,0,Dhaka Steel,100
1160,DS- Kasmery 9no Pudding Loose,85,0,Dhaka Steel,100
1161,DS- Kasmery 8no Pudding Loose,75,0,Dhaka Steel,100
1162,DS- Kasmery 7no Pudding Loose,65,0,Dhaka Steel,100
1163,DS- BPL 1 No Bati,35,0,Dhaka Steel,100
1164,DS- BPL 2 No Bati,40,0,Dhaka Steel,100
1165,DS- BPL 3 No Bati,45,0,Dhaka Steel,100
1166,DS- BPL 4 No Bati,50,0,Dhaka Steel,100
1167,DS- BPL 5 No Bati,75,0,Dhaka Steel,100
1168,DS- BPL 6 No Bati,90,0,Dhaka Steel,100
1169,DS- BPL 7 No Bati,95,0,Dhaka Steel,100
1170,DS- BPL 8 No Bati,100,0,Dhaka Steel,100
1171,DS- Max 7'' Glass,48,0,Dhaka Steel,100
1172,DS- Max 7.5'' Glass,58,0,Dhaka Steel,100
1173,DS- Queen 7.5'' Glass,48,0,Dhaka Steel,100
1174,DS- Queen 7'' Glass,38,0,Dhaka Steel,100
1175,D- 10L Container Set -3P,295,0,Diamond Plastic,100
1176,D- 3P Spice Container Set,130,0,Diamond Plastic,100
1177,D- 10L Container Loose,136,0,Diamond Plastic,100
1178,D- 7L Container Loose,105,0,Diamond Plastic,100
1179,D- 5L Container Loose,75,0,Diamond Plastic,100
1180,DS- SS 3.5'' Gold Bowl,600,0,Dhaka Steel,100
1181,DS- SS 5'' Gold Bowl,540,0,Dhaka Steel,100
1182,DS- SS Bowl,420,0,Dhaka Steel,100
1183,DS- SS Besing Bowl,470,0,Dhaka Steel,100
1184,DS- SS Mic Bowl Bati,500,0,Dhaka Steel,100
1185,DS- SS Kasha Bowl Bati,540,470,Dhaka Steel,100
1186,DS- SS  Leisure Kasha Bowl Bati,800,470,Dhaka Steel,100
1187,DS- Masud Bogi Plate,490,0,Dhaka Steel,100
1188,DS- Prime Bogi Plate,540,0,Dhaka Steel,100
1189,DS- SS Kolosh,1050,0,Dhaka Steel,100
1190,DS- Mondir Bati,860,0,Dhaka Steel,100
1191,DS- Aziz SS 14'' Hari,330,0,Dhaka Steel,100
1192,DS- Aziz SS 15'' Hari,350,0,Dhaka Steel,100
1193,DS- Aziz SS 16'' Hari,370,0,Dhaka Steel,100
1194,DS- Aziz SS 17'' Hari,390,0,Dhaka Steel,100
1195,DS- Aziz SS 18'' Hari,410,0,Dhaka Steel,100
1196,DS- Aziz SS 14'' Korai,320,0,Dhaka Steel,100
1197,DS- Aziz SS 15'' Korai,340,0,Dhaka Steel,100
1198,DS- Aziz SS 16'' Korai,360,0,Dhaka Steel,100
1199,DS- Aziz SS 17'' Korai,380,0,Dhaka Steel,100
1200,DS- Aziz SS 18'' Korai,400,0,Dhaka Steel,100
1201,"DS- SS Mota Hanger 6""",210,0,Dhaka Steel,100
1202,DS- SS Mota Hanger 7'',220,0,Dhaka Steel,100
1203,DS- SS Mota Hanger 8'',230,0,Dhaka Steel,100
1204,DS- Dami Tower ,260,0,Dhaka Steel,100
1205,DS- Kurani ,40,30,Dhaka Steel,100
1206,DS- Holud Fish Chillar,30,21,Dhaka Steel,100
1207,DS- Big Pech Chakni,340,305,Dhaka Steel,100
1208,DS- Kad Khunti,170,145,Dhaka Steel,100
1209,DS- Rapping Paper- 100,500,145,Dhaka Steel,100
1210,DS- Big Pipe Khunti,70,0,Dhaka Steel,100
1211,DS- Small Pipe Khunti,40,0,Dhaka Steel,100
1212,DS- Pipe Dabu ,60,0,Dhaka Steel,100
1213,DS- Plastic Jazra ,60,0,Dhaka Steel,100
1214,DS- Big Daba,60,0,Dhaka Steel,100
1215,DS- Small Daba,50,0,Dhaka Steel,100
1216,DS- Plastic Body Cha Chakni,160,0,Dhaka Steel,100
1217,DS- Big Jonota Cha Chakni,200,0,Dhaka Steel,100
1218,DS- Small Jonota Cha Chakni,150,0,Dhaka Steel,100
1219,DS- Big Super Cha Chakni,240,200,Dhaka Steel,100
1220,DS- Box Super Cha Chakni,270,215,Dhaka Steel,100
1221,J- 4G Lunch Box,70,0,Jaime Plastic,100
1222,J- Nova Lunch Box,75,0,Jaime Plastic,100
1223,J- Chili Carrier,85,0,Jaime Plastic,100
1224,J- Lili Carrier,80,0,Jaime Plastic,100
1225,J- Vhorta Bati,100,90,Jaime Plastic,100
1226,J- 12 No Cha Chakni,160,125,Jaime Plastic,100
1227,J- 9 No Cha Chakni,85,750,Jaime Plastic,100
1228,J- Diamond Box,110,1000,Jaime Plastic,100
1229,J- 11 Hook Hanger,290,2750,Jaime Plastic,100
1230,J- 9 Hook Hanger,230,2100,Jaime Plastic,100
1231,J- 1.5L Bowl,190,175,Jaime Plastic,100
1232,J- Dust Pan Belcha,180,0,Jaime Plastic,100
1233,J- Firi Mora,80,0,Jaime Plastic,100
1234,J- 3 Star Box,80,0,Jaime Plastic,100
1235,J- 4 Star Box,90,750,Jaime Plastic,100
1236,J- 5Star Box,125,1100,Jaime Plastic,100
1237,J- Ruti Box ,55,0,Jaime Plastic,100
1238,J- Big Roj Mosolla Dani,100,0,Jaime Plastic,100
1239,J- Small Roj Mosolla Dani,85,0,Jaime Plastic,100
1240,J- Nova Mosolla Dani,70,0,Jaime Plastic,100
1241,J- 1 No Busket,57,0,Jaime Plastic,100
1242,J- 2 No Busket,37,320,Jaime Plastic,100
1243,J- Square Pen Stand,180,320,Jaime Plastic,100
1244,J- Jaime Busket,22,22,Jaime Plastic,100
1245,J- Digital Pen Stand,35,0,Jaime Plastic,100
1246,J- 1 No deluxe Rehal,60,0,Jaime Plastic,100
1247,J- 2 No deluxe Rehal,420,0,Jaime Plastic,100
1248,J- Kalo Rehal,360,0,Jaime Plastic,100
1249,J- 1 No Alif Rehal,480,3900,Jaime Plastic,100
1250,J- Nurani Rehal,190,3900,Jaime Plastic,100
1251,J- Erani Rehal,900,0,Jaime Plastic,100
1252,J- Turkey Rehal,0,0,Jaime Plastic,100
1253,J- Super Rehal,480,0,Jaime Plastic,100
1254,J- 20L Bowl,0,0,Jaime Plastic,100
1255,J- 9L Bowl,0,0,Jaime Plastic,100
1256,J- 10L Bowl,0,0,Jaime Plastic,100
1257,J- Multi Gol Mosolla Dani,60,0,Jaime Plastic,100
1258,J- Sifat 5 Bati Print Set,200,185,Jaime Plastic,100
1259,J- Sifat 3 Bati Print Set,80,75,Jaime Plastic,100
1260,J- Dal Bati,140,120,Jaime Plastic,100
1261,J- Vegi/ Sobji Bati,180,160,Jaime Plastic,100
1262,J- Rainbow Shirt Hanger,270,250,Jaime Plastic,100
1263,J- Piller / Chiller,180,165,Jaime Plastic,100
1264,AM- Lehome Stand,50,0,Al Madina Plastic,100
1265,AM- Victoriya Stand,50,0,Al Madina Plastic,100
1266,AM- Lili Stand,70,0,Al Madina Plastic,100
1267,AM- Powder Case,55,0,Al Madina Plastic,100
1268,AM- Big Kapor Brush,320,0,Al Madina Plastic,100
1269,AM- Big Ice Tray,80,0,Al Madina Plastic,100
1270,AM- Everest Ice Tray,70,0,Al Madina Plastic,100
1271,AM- Saljun Ice Tray,70,0,Al Madina Plastic,100
1272,AM- 3P Ice Tray,80,0,Al Madina Plastic,100
1273,AM- Kaizing Ice Maker,70,0,Al Madina Plastic,100
1274,AM- Lolipop Ice Maker,70,0,Al Madina Plastic,100
1275,AM- Venilla Ice Maker,70,0,Al Madina Plastic,100
1276,AM- Popsi Ice Maker,65,0,Al Madina Plastic,100
1277,AM- Oval Ice Maker,65,0,Al Madina Plastic,100
1278,AM- Big Pani Chakni,210,0,Al Madina Plastic,100
1279,AM- Small Pani Chakni,130,0,Al Madina Plastic,100
1280,AM- Big Kol Mukh,80,0,Al Madina Plastic,100
1281,AM- Joba Ice Maker,50,0,Al Madina Plastic,100
1282,AM- China Tiffine Box,240,0,Al Madina Plastic,100
1283,AM- Funny Tiffine Box,360,0,Al Madina Plastic,100
1284,AM- Slim Tiffine Box,840,0,Al Madina Plastic,100
1285,AM- Fresh Mosolla Dani,80,0,Al Madina Plastic,100
1286,AM- Fresh Ruti Box,65,0,Al Madina Plastic,100
1287,AM- Nan Fing Mosolla Dani,70,0,Al Madina Plastic,100
1288,AM- Square Mosolla ,85,0,Al Madina Plastic,100
1289,AM- Tangupen Gol Mosolla ,80,0,Al Madina Plastic,100
1290,"BM- 10"" Coup Plate Queen",700,62,Bengal Melamine,100
1291,"BM- 10"" Soup Plate Queen",720,64,Bengal Melamine,100
1292,"BM- 9"" Soup Plate Queen",48,0,Bengal Melamine,100
1293,"BM- 10"" Bowl Queen",84,0,Bengal Melamine,100
1294,"BM- 8.5"" Bowl Queen",62,0,Bengal Melamine,100
1295,"BM- 7.5"" Bowl Queen",44,0,Bengal Melamine,100
1296,"BM- 6"" Bowl Queen",36,0,Bengal Melamine,100
1297,"BM- 3.5"" Square Bowl Queen",16,0,Bengal Melamine,100
1298,"BM- 4.5"" Square Bowl Queen",23,0,Bengal Melamine,100
1299,BM- Finni Bati Queen,16,0,Bengal Melamine,100
1300,BM- Ring Bati Queen,23,0,Bengal Melamine,100
1301,BM- Cha Cup Queen,25,0,Bengal Melamine,100
1302,BM- Chamos Medium,130,0,Bengal Melamine,100
1303,BM- Lobon Dani Salt Jar,47,0,Bengal Melamine,100
1304,"BM- 18"" Tray",352,0,Bengal Melamine,100
1305,"BM- 15"" Tray",335,0,Bengal Melamine,100
1306,"BM- 10"" Bowl",135,0,Bengal Melamine,100
1307,"BM- 8.5"" Bowl",96,0,Bengal Melamine,100
1308,"BM- 7.5"" Bowl",83,0,Bengal Melamine,100
1309,"BM- 6"" Bowl",61,0,Bengal Melamine,100
1310,"BM- 10"" Coup Plate",95,0,Bengal Melamine,100
1311,"BM- 10"" Soup Plate",95,0,Bengal Melamine,100
1312,"BM- 9"" Soup Plate",77,0,Bengal Melamine,100
1313,"BM- 11"" Round Bati (Sell Rate)",185,0,Bengal Melamine,100
1314,"BM- 13"" Round Bati",245,0,Bengal Melamine,100
1315,BM- Flat Lid,20,0,Bengal Melamine,100
1316,BM- 4.75 Finni Bati,35,0,Bengal Melamine,100
1317,BM- Fence Mug,76,0,Bengal Melamine,100
1318,"BM- 4"" Round Mug",92,0,Bengal Melamine,100
1319,"BM- 5"" Premium Mug",92,0,Bengal Melamine,100
1320,"BM- 11"" Eligent Plate",145,0,Bengal Melamine,100
1321,"BM- 7"" Spring Bati",140,0,Bengal Melamine,100
1322,"BM- 6"" Spring Bati",101,0,Bengal Melamine,100
1323,"BM- 5"" Spring Bati",79,0,Bengal Melamine,100
1324,"BM- 4.5"" Spring Bati",65,0,Bengal Melamine,100
1325,BM- 4P Bati Set,372,0,Bengal Melamine,100
1326,"BM- 3"" Two Color Cup",41,0,Bengal Melamine,100
1327,"BM- 3"" Square Cup",43,0,Bengal Melamine,100
1328,BM- Bengal Glass,57,0,Bengal Melamine,100
1329,"RM- 10"" Soup Plate",95,0,RFL Melamine,100
1330,"RM- 10"" Coup Plate",95,0,RFL Melamine,100
1331,"RM- 9"" Soup Plate",78,0,RFL Melamine,100
1332,"RM- 11"" Crazy Plate",145,0,RFL Melamine,100
1333,"RM- 10.3"" Crazy Plate",125,0,RFL Melamine,100
1334,"RM- 8"" Crazy Plate",75,0,RFL Melamine,100
1335,"RM- 10"" Premium Plate",105,0,RFL Melamine,100
1336,"RM- 3"" Square Cup",42,0,RFL Melamine,100
1337,"RM- 3"" Round Cup",40,0,RFL Melamine,100
1338,"RM- 10"" Bowl",145,0,RFL Melamine,100
1339,"RM- 8.5"" Bowl",98,0,RFL Melamine,100
1340,"RM- 7.5"" Bowl",85,0,RFL Melamine,100
1341,"RM- 6"" Bowl",60,0,RFL Melamine,100
1342,RM- Glass,58,0,RFL Melamine,100
1343,RM- Small Bubli Mug,75,0,RFL Melamine,100
1344,RM- Big Bubli Mug,113,0,RFL Melamine,100
1345,"RM- 5"" Elite Mug",88,0,RFL Melamine,100
1346,"RM- 4"" Round Mug",90,0,RFL Melamine,100
1347,"RM- 4.5"" Spring Bowl",64,0,RFL Melamine,100
1348,"RM- 5"" Spring Bowl",78,0,RFL Melamine,100
1349,"RM- 6"" Spring Bowl",100,0,RFL Melamine,100
1350,"RM- 7"" Spring Bowl",139,0,RFL Melamine,100
1351,RM- Big Lobon Dani Salt Jar,55,0,RFL Melamine,100
1352,RM- 4.75 Finni Bati,34,0,RFL Melamine,100
1353,RM- Flat Lid 6P,69,0,RFL Melamine,100
1354,RM- Tea- Chamos,125,0,RFL Melamine,100
1355,"RM- 4.5"" Square Bati",69,0,RFL Melamine,100
1356,"RM- 5"" Square Bati",88,0,RFL Melamine,100
1357,"RM- 6"" Square Bati",114,0,RFL Melamine,100
1358,"RM- 4"" Carry Bowl",47,0,RFL Melamine,100
1359,"RM- 7"" Carry Bowl",138,0,RFL Melamine,100
1360,"RM- 5"" Carry Bowl",80,0,RFL Melamine,100
1361,"RM- 6"" Carry Bowl",84,0,RFL Melamine,100
1362,"RM- 10"" Rice Bowl",144,0,RFL Melamine,100
1363,"RM- 11"" Rice Bowl",200,0,RFL Melamine,100
1364,"RM- 12"" Rice Bowl",220,0,RFL Melamine,100
1365,"RM- 13"" Rice Bowl",250,0,RFL Melamine,100
1366,"RM- 8"" Flower Bowl",118,0,RFL Melamine,100
1367,"RM- 3.5"" Elite Mug",69,0,RFL Melamine,100
1368,"RM- 8"" Football",99,0,RFL Melamine,100
1369,"RM- 6.5"" Winter Bowl",77,0,RFL Melamine,100
1370,"RM- 6"" Servicing Bowl",69,0,RFL Melamine,100
1371,"RM- 8.5"" Servicing Bowl",112,0,RFL Melamine,100
1372,"RM- 12"" Star Bowl",169,0,RFL Melamine,100
1373,"RM- 10"" Star Bowl",144,0,RFL Melamine,100
1374,"RM- 9"" Star Bowl",107,0,RFL Melamine,100
1375,"RM- 6.9"" Star Bowl",69,0,RFL Melamine,100
1376,"RM- 5"" Star Bowl",53,0,RFL Melamine,100
1377,PJ- 2 No Sathi Boyom,160,0,Plastic Jar,100
1378,PJ- 3 No Sathi Boyom,180,0,Plastic Jar,100
1379,PJ- Chanachur Boyom,350,0,Plastic Jar,100
1380,PJ- 36P Boyom,240,0,Plastic Jar,100
1381,PJ- 25P Boyom,240,0,Plastic Jar,100
1382,PJ- Medium Plain Square Boyom,240,0,Plastic Jar,100
1383,PJ- Big Plain Square Boyom,350,0,Plastic Jar,100
1384,PJ- 1Kg Ghee Boyom,220,0,Plastic Jar,100
1385,PJ- 500g Ghee Boyom,120,0,Plastic Jar,100
1386,PJ- 250g Ghee Boyom,170,0,Plastic Jar,100
1387,PJ- Big Pinat Boyom,350,0,Plastic Jar,100
1388,PJ- Small Pinat Boyom,180,0,Plastic Jar,100
1389,PJ- Big Rupok Boyom,200,0,Plastic Jar,100
1390,PJ- Small Rupok Boyom,180,0,Plastic Jar,100
1391,PJ- Small Pech/Gol Boyom,170,0,Plastic Jar,100
1392,PJ- Medium Pech/Gol Boyom,250,0,Plastic Jar,100
1393,PJ- BR-1 Boyom,320,350,Plastic Jar,100
1394,PJ- BR-2 Boyom,260,300,Plastic Jar,100
1395,W- 3 Layer Tiffin Carrier,810,0,Winner,100
1396,W- 2 Layer Tiffin Carrier,570,0,Winner,100
1397,W- 2.3L Heater Kettle ,1000,0,Winner,100
1398,W- 1.8L Heater Kettle ,740,0,Winner,100
1399,W- 1.5L Heater Kettle ,670,0,Winner,100
1400,D- 2.5L Heater Kettle,950,0,Diamond Plastic,100
1401,D- 2.3L Heater Kettle,950,0,Diamond Plastic,100
1402,R- 1360ml Lock & Fresh Sq Container,95,0,Premium,100
1403,R- 380ml Lock & Fresh Sq Container,40,0,Premium,100
1404,R- 750ml Lock & Fresh Sq Container,65,0,Premium,100
1405,R- Lock & Fresh Sq Container 3P Set,140,0,Premium,100
1406,R- Sysco Sq Tiffin 3 Bati,170,0,Premium,100
1407,R- Sysco Sq Tiffin 2 Bati,135,0,Premium,100
1408,R- SS Double Cola Bottle - Print,475,0,Premium,100
1409,R- SS Premium Flask 500ml,475,0,Premium,100
1410,R- SS Premium Flask 350ml,400,0,Premium,100
1411,R- SS Single Cola Bottle,260,0,Premium,100
1412,R- Magic Clean Bucket,1480,0,Premium,100
1413,R- Easy Dust Pan Belcha- Small,38,0,Premium,100
1414,R- Easy Dust Pan Belcha- Big,40,0,Premium,100
1415,R- 3L Fijar Bottle SS,148,0,Popular,100
1416,R- 2L Fijar Bottle PP,132,0,Popular,100
1417,R- 1L Fijar Bottle SS,130,0,Popular,100
1418,R- 1L Fijar Bottle PP,85,0,Popular,100
1419,R- Lili Bottle,65,0,Popular,100
1420,R- Note Book Bottle,105,0,Prestige,100
1421,DB- SS Big Pepsi Bottle,75,70,Dhaka Bottle,100
1422,DB- SS Medium Pepsi Bottle,70,60,Dhaka Bottle,100
1423,DB- SS Small Pepsi Bottle,65,55,Dhaka Bottle,100
1424,DB- PP Small Pepsi Bottle,50,35,Dhaka Bottle,100
1425,DB- PP Medium Pepsi Bottle,55,40,Dhaka Bottle,100
1426,DB- PP Big Pepsi Bottle,60,45,Dhaka Bottle,100
1427,DB- SS Big Pipe Bottle,70,55,Dhaka Bottle,100
1428,DB- SS Small Pipe Bottle,60,50,Dhaka Bottle,100
1429,DB- PP Small Pipe Bottle,45,35,Dhaka Bottle,100
1430,DB- PP Big Pipe Bottle,50,40,Dhaka Bottle,100
1431,DB- Big Tiktok,45,35,Dhaka Bottle,100
1432,R- 30cm Net Jali,44,0,Prestige,100
1433,R- 28cm Net Jali,38,0,Prestige,100
1434,R- 26cm Net Jali,35,0,Prestige,100
1435,R- 24cm Net Jali,26,0,Prestige,100
1436,R- 18cm Net Jali,18,0,Prestige,100
1437,R- 40cm Twin Jali,80,0,Prestige,100
1438,R- 35cm Twin Jali,76,0,Prestige,100
1439,R- 30cm Twin Jali,56,0,Prestige,100
1440,R- Big Minar Rehal,118,0,Prestige,100
1441,R- Small Minar Rehal,111,0,Prestige,100
1442,R- Tel Pakha,20,0,Tel,100
1443,W- Winner Pakha,17,0,Winner,100
1444,R- Easy Belcha Dust Pan,38,0,Premium,100
1445,W- Utility Brush,48,0,Winner,100
1446,W- 2P Tar Majoni,18,0,Winner,100
1447,W- 28cm Basing Brush,50,0,Winner,100
1448,W- 26cm Basing Brush,42,0,Winner,100
1449,W- 160ml Chamos Fitter,80,0,Winner,100
1450,W- Silicon Fitter,180,0,Winner,100
1451,"W- 8"" Chakku Knief ",135,0,Winner,100
1452,"W- 5"" Chakku Knief ",100,0,Winner,100
1453,"W- 6"" Chakku Knief ",100,0,Winner,100
1454,"W- 4.5"" Chakku Knief ",48,0,Winner,100
1455,M- Commode Brush With Stand,75,0,Matador,100
1456,M- Commode Brush Without Stand,70,0,Matador,100
1457,M- MRP-105 Toilet Brush,55,105,Matador,100
1458,M- MRP-90 Toilet Brush,45,90,Matador,100
1459,M- MRP-85 Toilet Brush,38,85,Matador,100
1460,M- Duster Brush,55,0,Matador,100
1461,M- Basing Brush,45,0,Matador,100
1462,M- GP-1 Floor Brush,60,0,Matador,100
1463,M- GP-2 Floor Brush,35,0,Matador,100
1464,M- GP-3 Floor Brush,35,0,Matador,100
1465,M- Mota Pata Majoni,220,0,Matador,100
1466,M- Patla Pata Majoni,160,0,Matador,100
1467,R- Pet Salt Jar,22,0,Popular,100
1468,R- 4000ml Trim Container,145,0,Prado,100
1469,R- Power Tool Green,72,0,Prominent,100
1470,R- Two Part Tiffin Box,95,0,Prominent,100
1471,R- Beauty Box,130,0,Prominent,100
1472,R- Air Tight Box,240,0,Popular,100
1473,R- 450ml Paris Mug -Print,48,0,Prado,100
1474,R-Juicy Mug,70,0,Prado,100
1475,R-Milk Carret,345,0,Prominent,100
1476,R-4D Mimi Organizer,75,0,Pacific,100
1477,DS- Sagor Table Chamos,180,0,Dhaka Steel,100
1478,DS- Sagor Dessert Chamos,120,0,Dhaka Steel,100
1479,R- Super Bucket (Balti) 22L,195,0,Prestige,100
1480,R- Loose Container - 25L,350,0,Popular,100
1481,R- 10L Multi Container Set,375,0,Premium,100
1482,R- Moving Busket Small,190,0,Prestige,100
1483,R- Noddles Chakni Jali,66,0,Prestige,100
1484,R- 2.75 Jug,75,0,Premium,100
1485,R- Medium Fancy Mop,300,0,Premium,100
1486,R- SS Premium Mop,330,0,Premium,100
1487,R- MS Premium Mop,320,0,Premium,100
1488,R- SS Ultra Mop,285,0,Premium,100
1489,R- SS Twist Mop,315,0,Premium,100
1490,W- Bottle Brush 1No,30,0,Winner,100
1491,W- Bottle Brush Foam 2No,15,0,Winner,100
1492,P- Partex Big Busket,320,0,Partex,100
1493,P- Partex Small Busket,230,0,Partex,100
1494,BP-Round Hanger,95,0,Bikrampur Plastic,100
